base_torque,imu_pitch,imu_roll,offset_front,offset_rear,omega_body,omega_rel,theta_body,theta_front,theta_rear,theta_rel,timestamp,type,u_front,u_rear
0.4999995326442335,,,0.1973703072078871,0.1973703072078871,,,,,,,1.7331035137176514,control,0.24999976632211676,0.24999976632211676
,0.0034184531027415268,-0.004411250741266193,,,-0.02132313107968704,21.749337748670598,-0.002131867756395938,-1.5388911020862595,-1.5322345846136265,-1.5355628433499429,1.738349199295044,state,,
0.4999995326442335,,,0.22342290106372933,0.22342290106372933,,,,,,,1.7383575439453125,control,0.24999976632211565,0.24999976632211787
,-0.0020695670784019564,0.0017831331356269347,,,-0.018565878307445344,27.570865238878618,-0.0021215776267315047,-1.30661688424525,-1.3034951747834573,-1.3050560295143536,1.743497371673584,state,,
0.4999995326442335,,,0.24895444304245473,0.24895444304245473,,,,,,,1.7435076236724854,control,0.24999976632211676,0.24999976632211676
,0.001041169156704703,-0.0015607315274471084,,,-0.01839863951235076,32.85909081973789,-0.002190058794480596,-1.064739327586931,-1.0484523749686447,-1.056595851277788,1.7485873699188232,state,,
0.4999995326442335,,,0.2739753541816056,0.2739753541816056,,,,,,,1.7485954761505127,control,0.24999976632211787,0.24999976632211565
,-0.00023367474001177783,-0.004447468569292709,,,-0.01592925886812468,37.34751364886796,-0.002272238106591497,-0.7967098003427484,-0.800135829735636,-0.7984228150391922,1.753723382949829,state,,
0.4999995326442335,,,0.2984958470979735,0.2984958470979735,,,,,,,1.7537322044372559,control,0.24999976632211676,0.24999976632211676
,-0.001033537830629139,-0.0014154951459499137,,,-0.011426100256611775,43.70940677453152,-0.0022486260460977026,-0.48656282234281456,-0.47068339231591355,-0.4786231073293641,1.7591540813446045,state,,
0.4999995326442335,,,0.32252593015601405,0.32252593015601405,,,,,,,1.7591626644134521,control,0.24999976632211704,0.24999976632211648
,0.0014800371938700344,-0.002336912873252148,,,-0.00604436926037759,47.886256867253365,-0.0021838524204978397,-0.17118258637144237,-0.17424779185264752,-0.17271518911204495,1.764491319656372,state,,
0.4999995326442335,,,0.3460754115528938,0.3460754115528938,,,,,,,1.7644999027252197,control,0.24999976632211676,0.24999976632211676
,-0.004810276602351081,0.0008154807410537592,,,-0.005435799100303613,53.43675575533868,-0.0021800249415454614,0.19065537536850385,0.17495967089376246,0.18280752313113316,1.7693912982940674,state,,
