base_torque,imu_pitch,imu_roll,offset_front,offset_rear,omega_body,omega_rel,theta_body,theta_front,theta_rear,theta_rel,timestamp,type,u_front,u_rear
,-0.007189887778356444,-0.00016271257451857938,,,-0.008934379423455104,-38.21495436405922,-0.000980267541163056,-2.05828762259596,-2.0479992236905344,-2.053143423143247,1.6790053844451904,state,,
0.49999850180134814,,,-0.12840212918548194,-0.12840212918548194,,,,,,,1.6790199279785156,control,0.24999925090067185,0.2499992509006763
,0.007174414149600832,-0.005151470889755855,,,-0.01178990045942838,-35.16317198616184,-0.0011414090589558048,-2.1767620748523426,-2.1840152411591482,-2.1803886580057457,1.683711290359497,state,,
0.49999850180134814,,,-0.09583408660177231,-0.09583408660177231,,,,,,,1.6837241649627686,control,0.2499992509006763,0.24999925090067185
,-0.006533762066375594,0.004311962290822968,,,-0.018965533509785363,-31.191269646297187,-0.0013279601664061358,-2.266792893465136,-2.2794675408357823,-2.273130217150459,1.6887729167938232,state,,
0.49999850180134814,,,-0.06391740486973686,-0.06391740486973686,,,,,,,1.6887822151184082,control,0.24999925090067407,0.24999925090067407
,0.006147508058291061,0.0038016026816331937,,,-0.024036657769579195,-25.989154790369973,-0.0014180873791036594,-2.3320215251747913,-2.3085419982593063,-2.320281761717049,1.6941962242126465,state,,
0.49999850180134814,,,-0.03263905677234212,-0.03263905677234212,,,,,,,1.694211721420288,control,0.2499992509006763,0.24999925090067185
,0.002061201025989747,0.005454434339247411,,,-0.02389104265964101,-22.16604015342316,-0.0014239921007613676,-2.3719939012273064,-2.368536505245611,-2.3702652032364586,1.6991569995880127,state,,
0.49999850180134814,,,-0.0019862756368952753,-0.0019862756368952753,,,,,,,1.6991913318634033,control,0.24999925090067407,0.24999925090067407
,0.007994352355721745,0.00581229750257291,,,-0.022763329937147078,-17.18774553958759,-0.0013582192842425836,-2.3791775007526983,-2.374766321924157,-2.3769719113384276,1.704383134841919,state,,
0.49999850180134814,,,0.02805344987584263,0.02805344987584263,,,,,,,1.704392433166504,control,0.24999925090067407,0.24999925090067407
,-0.0004108610838625527,0.00385454634026964,,,-0.020353436300364906,-11.597102232810446,-0.0013607419175497295,-2.3567154919423454,-2.335243649595174,-2.3459795707687596,1.7094650268554688,state,,
0.49999850180134814,,,0.057492380878325776,0.057492380878325776,,,,,,,1.7094731330871582,control,0.24999925090067407,0.24999925090067407
,0.0040176605750023514,-0.006607047231731092,,,-0.023142590500559196,-6.6480001712655294,-0.0016193441442486978,-2.293149345997666,-2.3077549858602757,-2.300452165928971,1.7145798206329346,state,,
0.49999850180134814,,,0.08634253326075926,0.08634253326075926,,,,,,,1.7145893573760986,control,0.24999925090067407,0.24999925090067407
,-0.002534855793531617,0.004368447311916656,,,-0.023597968071240993,-0.058573967435329166,-0.001683466384641738,-2.1877096283300275,-2.2040324927065,-2.1958710605182636,1.7197265625,state,,
0.49999850180134814,,,0.11461568259554407,0.11461568259554407,,,,,,,1.7197353839874268,control,0.24999925090067407,0.24999925090067407
,-0.0014580102797053266,0.0011860396566968398,,,-0.02548564180535959,5.302718024574759,-0.0018289927878347373,-2.090233457800219,-2.0778262586130807,-2.08402985820665,1.7248058319091797,state,,
0.49999850180134814,,,0.14232336894363318,0.14232336894363318,,,,,,,1.7248141765594482,control,0.24999925090067407,0.24999925090067407
,0.0029592760143968347,-0.00766422088251168,,,-0.032925708601330275,10.679902351728423,-0.002226201122328866,-1.9541338676886737,-1.935965732090787,-1.9450497998897305,1.7301092147827148,state,,
0.49999850180134814,,,0.1694769015647605,0.1694769015647605,,,,,,,1.7301177978515625,control,0.24999925090067518,0.24999925090067296
,0.0041040051174553085,0.0008241587916539495,,,-0.030890012831614376,16.73765745482146,-0.0022915670768423944,-1.772705270828815,-1.7571934206629491,-1.764949345745882,1.7352838516235352,state,,
0.49999850180134814,,,0.1960873635334653,0.1960873635334653,,,,,,,1.735292911529541,control,0.24999925090067407,0.24999925090067407
,-0.0026397164371256237,0.0036138400538888865,,,-0.026941225281289335,22.02280580534983,-0.0023047258335950633,-1.5735621852552855,-1.5678769511908666,-1.5707195682230761,1.7405080795288086,state,,
0.49999850180134814,,,0.222165616262796,0.222165616262796,,,,,,,1.7405178546905518,control,0.24999925090067518,0.24999925090067296
,-0.005992293934022792,-0.005597662808938455,,,-0.027566901713643385,27.17256287619885,-0.002587991622510661,-1.3468016219971006,-1.3589900269774509,-1.3528958244872757,1.7455241680145264,state,,
0.49999850180134814,,,0.24772230393754008,0.24772230393754008,,,,,,,1.7455337047576904,control,0.24999925090067407,0.24999925090067407
,-0.0005443253024908053,6.0443575782553076e-05,,,-0.0221607627714438,32.797135647082015,-0.0025994877850770716,-1.1044103489827493,-1.0943742316677552,-1.0993922903252522,1.7505466938018799,state,,
0.49999850180134814,,,0.27276785785878926,0.27276785785878926,,,,,,,1.7505548000335693,control,0.24999925090067407,0.24999925090067407
,0.008032917695803662,0.0012306041574535649,,,-0.02292876222912773,38.31695985042689,-0.0026253768989496626,-0.8235711026307955,-0.816342418123316,-0.8199567603770557,1.7556767463684082,state,,
0.49999850180134814,,,0.2973125007016135,0.2973125007016135,,,,,,,1.7556848526000977,control,0.24999925090067351,0.24999925090067462
,0.0014723270621991443,0.005974512458356674,,,-0.017475991598771737,43.22533146367326,-0.0024876418343720043,-0.5222619659869092,-0.5291599191744494,-0.5257109425806793,1.7607836723327637,state,,
0.49999850180134814,,,0.3213662506875813,0.3213662506875813,,,,,,,1.7607924938201904,control,0.24999925090067407,0.24999925090067407
,-0.001503804499661999,0.0013326521078129226,,,-0.015185205309785186,47.730034145631265,-0.0024990580042149155,-0.21011541593102054,-0.22061698797543844,-0.21536620195322947,1.7658369541168213,state,,
0.49999850180134814,,,0.34493892567382967,0.34493892567382967,,,,,,,1.7658450603485107,control,0.24999925090067393,0.2499992509006742
,-0.0027413149315133277,0.007856224289597338,,,-0.010867464009485519,52.93871915774307,-0.0023455264296446377,0.13588472547758468,0.1285676555306397,0.1322261905041122,1.7712228298187256,state,,
0.49999850180134814,,,0.36804014716035305,0.36804014716035305,,,,,,,1.7712328433990479,control,0.24999925090067407,0.24999925090067407
,-0.004805782613655314,-0.0016008868151958595,,,-0.006867340981724529,57.67756050849704,-0.0023713674599565296,0.49051028679796416,0.5015597043953842,0.4960349955966742,1.7762877941131592,state,,
0.49999850180134814,,,0.390679344217146,0.390679344217146,,,,,,,1.776299238204956,control,0.24999925090067407,0.24999925090067407
,0.001281862166315107,-0.0030445329750977647,,,-0.00390168252287429,62.67441262742546,-0.0023798846238165475,0.8948589050260909,0.8830099553668463,0.8889344301964686,1.7815043926239014,state,,
0.49999850180134814,,,0.41286575733280306,0.41286575733280306,,,,,,,1.78151273727417,control,0.24999925090067462,0.24999925090067351
,0.006598956917851493,-0.00026056323698279884,,,0.001379354445403783,67.82700221311265,-0.0022350495691145595,1.309688552514074,1.3104623504671773,1.3100754514906257,1.7865571975708008,state,,
0.49999850180134814,,,0.434608442186147,0.434608442186147,,,,,,,1.7865660190582275,control,0.24999925090067407,0.24999925090067407
,-0.0011999778003009612,-0.0004733081985400233,,,0.00825435236144246,72.36421127900302,-0.0020964420304072366,1.7517613150255882,1.7364555508812565,1.7441084329534222,1.7915940284729004,state,,
0.49999850180134814,,,0.4559162733424241,0.4559162733424241,,,,,,,1.791602373123169,control,0.24999925090067518,0.24999925090067296
,-0.0006584797862007477,0.00302339835881847,,,0.018544969510872547,76.35768116530589,-0.0017879542183983999,2.1803183395868713,2.1985914324717792,2.189454886029325,1.7968089580535889,state,,
0.49999850180134814,,,0.4767979478755756,0.4767979478755756,,,,,,,1.7968177795410156,control,0.2499992509006763,0.24999925090067185
,-0.007468675551453263,-0.0014441795874941589,,,0.018670877035336576,81.58068562540865,-0.0017771057703712693,2.6747044734639407,2.6862655503720703,2.6804850119180053,1.8020503520965576,state,,
0.49999850180134814,,,0.49726198891806406,0.49726198891806406,,,,,,,1.8020882606506348,control,0.2499992509006763,0.24999925090067185
,-0.0030852270291554847,0.0016914056890152017,,,0.024920633117526368,85.8790964785194,-0.0015495498961089144,3.1812127085097455,3.1753709470539446,3.178291827781845,1.8072490692138672,state,,
0.26584873670363707,,,0.5173167491397027,0.5173167491397027,,,,,,,1.8072597980499268,control,0.13292436835181853,0.13292436835181853
,0.005089120422436719,0.004836170768642132,,,0.023274174554198623,89.23983326410348,-0.0013386571522910123,3.6808328556098835,3.6751247069661366,3.67797878128801,1.812408685684204,state,,
-0.5,,,0.47697041415690866,0.47697041415690866,,,,,,,1.8124175071716309,control,-0.24999999999999778,-0.2500000000000022
,0.007207076864860491,0.011809679527719061,,,0.02620765664926593,91.78521635346436,-0.0009009474297456804,4.182861194055037,4.171970592202486,4.177415893128762,1.8176014423370361,state,,
-0.5,,,0.4374310058737705,0.4374310058737705,,,,,,,1.817610263824463,control,-0.25000000000000444,-0.24999999999999556
,0.0016645114946273422,0.002572776457374056,,,0.026280205579484458,90.59322384824999,-0.0007289530400546151,4.60780690178457,4.6150148230887815,4.611410862436676,1.822779655456543,state,,
-0.5,,,0.3986823857562951,0.3986823857562951,,,,,,,1.8227896690368652,control,-0.25000000000000444,-0.24999999999999556
,-0.0053466492877810405,-0.0014432045154972426,,,0.03204370705098429,87.72564885695868,-0.0005700470340051989,4.992762027289545,5.016038439243253,5.004400233266399,1.8281283378601074,state,,
-0.5,,,0.3607087380411692,0.3607087380411692,,,,,,,1.828141689300537,control,-0.24999999999999556,-0.25000000000000444
,0.007274854136544973,-0.00037710444277358913,,,0.038628029162059874,83.40902550473416,-0.0002557063236180066,5.357009110487284,5.348479222298367,5.352744166392825,1.8329288959503174,state,,
-0.5,,,0.32349456328034587,0.32349456328034587,,,,,,,1.8329377174377441,control,-0.25,-0.25
,0.0006102393816147936,0.005385637903142435,,,0.044190907311162764,78.81202383125269,0.00012118194888514043,5.674409429374007,5.672872033776912,5.67364073157546,1.8381190299987793,state,,
-0.5,,,0.2870246720147389,0.2870246720147389,,,,,,,1.838127613067627,control,-0.25,-0.25
,0.0011123943942788778,-0.00021174993498706212,,,0.04626672989086209,73.9615330001021,0.0003461047688142954,5.9787515047035615,5.953749370008472,5.966250437356017,1.8434226512908936,state,,
-0.5,,,0.2512841785744442,0.2512841785744442,,,,,,,1.8434312343597412,control,-0.25,-0.25
,0.005793762817037715,0.006371271986961762,,,0.04763361219181628,68.52471903756357,0.0007191853632452041,6.22922622069508,6.215462681030781,6.222344450862931,1.8486089706420898,state,,
-0.5,,,0.2162584950029553,0.2162584950029553,,,,,,,1.8486199378967285,control,-0.25000000000000444,-0.24999999999999556
,0.005470420108231272,-0.004606192382278417,,,0.04989566845870154,62.42234677137311,0.0009036024897489177,6.436804370423662,6.43786345686571,6.437333913644686,1.8538384437561035,state,,
-0.5,,,0.1819333251028962,0.1819333251028962,,,,,,,1.853848934173584,control,-0.25,-0.25
,-0.00327846625586921,-0.0008977775626876038,,,0.05245780234550498,56.27601396560261,0.0011054445336672756,6.607123562190664,6.634660555169482,6.620892058680074,1.859022855758667,state,,
-0.5,,,0.14829465860083826,0.14829465860083826,,,,,,,1.8590319156646729,control,-0.25000000000000444,-0.24999999999999556
,0.0015151723574359877,0.007409603453829504,,,0.054578981809161604,49.85786431338338,0.0014966363150778507,6.761705314345108,6.774361397618028,6.768033355981569,1.864060401916504,state,,
-0.5,,,0.1153287654288215,0.1153287654288215,,,,,,,1.8640694618225098,control,-0.25000000000000444,-0.24999999999999556
,0.002656462098931928,0.0012742727029131928,,,0.05904594666728444,43.907704900599,0.0018330270915975554,6.8842794736828,6.901464830740448,6.892872152211623,1.8692800998687744,state,,
-0.5,,,0.08302219012024507,0.08302219012024507,,,,,,,1.8693037033081055,control,-0.24999999999999556,-0.25000000000000444
,-0.0035720595141605378,-0.008771880142991066,,,0.05906705977353311,37.26305726066746,0.001860634065014854,6.973151094971928,6.973718078658194,6.973434586815061,1.8744831085205078,state,,
-0.5,,,0.05136174631784017,0.05136174631784017,,,,,,,1.8744921684265137,control,-0.25,-0.25
,0.01350917388495205,-0.0004941371948521844,,,0.06160218796161884,30.613163795926834,0.002219912628069968,7.022233427975822,7.019094700423976,7.020664064199899,1.8795137405395508,state,,
-0.5,,,0.020334511391483366,0.020334511391483366,,,,,,,1.8795220851898193,control,-0.25,-0.25
,-0.0004468540214115726,0.0030067429402088203,,,0.06360819204416085,24.1386849015101,0.0025349291328041366,7.032696726587297,7.043929186829487,7.038312956708392,1.8846337795257568,state,,
-0.5,,,-0.010072178836346299,-0.010072178836346299,,,,,,,1.8846423625946045,control,-0.25,-0.25
,-0.006658641940203403,-0.004335415988684533,,,0.061677103437688466,18.155185423063553,0.002590294941655264,7.027445046897062,7.040272016953847,7.033858531925455,1.8901331424713135,state,,
-0.5,,,-0.03987073525961937,-0.03987073525961937,,,,,,,1.8901500701904297,control,-0.25000000000000444,-0.24999999999999556
,0.0034462215606632695,-0.0014288813517958174,,,0.06489691548802672,10.712025659966427,0.002869700095897975,6.972263175741879,6.965651011004774,6.9689570933733265,1.89503812789917,state,,
-0.5,,,-0.06907332055442698,-0.06907332055442698,,,,,,,1.895047903060913,control,-0.25,-0.25
,0.0011407338921190474,-0.004900320877642816,,,0.06489163364022976,5.6571829179716575,0.0030116011355286335,6.896450502510795,6.9371348716274435,6.916792687069119,1.9001939296722412,state,,
-0.5,,,-0.09769185414333845,-0.09769185414333845,,,,,,,1.900202751159668,control,-0.24999999999999556,-0.25000000000000444
,0.0027934188753214457,0.0013458332881910071,,,0.0685726371960663,-0.15248417522014002,0.003354460751953871,6.819735991269638,6.82739709399644,6.8235665426330385,1.905447244644165,state,,
-0.5,,,-0.12573801706047166,-0.12573801706047166,,,,,,,1.9055140018463135,control,-0.24999999999999556,-0.25000000000000444
,-0.001046862035407812,-0.005841329055077512,,,0.07219820458118467,-6.3173638448826175,0.0035453766633761156,6.683093805103379,6.704631427115169,6.693862616109274,1.9106650352478027,state,,
-0.5,,,-0.15322325671926224,-0.15322325671926224,,,,,,,1.9106745719909668,control,-0.25,-0.25
,-0.0026800034471260604,0.007570257673550106,,,0.07469947858670167,-11.599876556186711,0.00396411093144648,6.539370387368969,6.564208477297749,6.551789432333359,1.915778636932373,state,,
-0.5,,,-0.180158791584877,-0.180158791584877,,,,,,,1.915787696838379,control,-0.25,-0.25
,0.011239576951267751,0.0028748431013509573,,,0.07100516710978816,-17.447495473350934,0.004275935086428493,6.373731239698368,6.369237179037967,6.371484209368168,1.9209010601043701,state,,
-0.5,,,-0.20655561575317946,-0.20655561575317946,,,,,,,1.920910120010376,control,-0.25000000000000444,-0.24999999999999556
,0.002173736347895348,-0.004350544793338274,,,0.06859704879090833,-22.743228864539283,0.004388272512113245,6.1686175548894076,6.178350145900648,6.173483850395028,1.9261400699615479,state,,
-0.5,,,-0.23242450343811585,-0.23242450343811585,,,,,,,1.9261486530303955,control,-0.25000000000000444,-0.24999999999999556
,-0.008229867389354198,0.003101774070064242,,,0.06863888444362178,-29.685361561374403,0.004597890626489746,5.927505266337957,5.90163387197812,5.914569569158038,1.9311869144439697,state,,
-0.5,,,-0.2577760133693535,-0.2577760133693535,,,,,,,1.9311954975128174,control,-0.24999999999999556,-0.25000000000000444
,-0.00644023347131471,0.0069936572700475185,,,0.06630285091173793,-34.674848780172624,0.004840345273788126,5.65857177169866,5.664998567942576,5.661785169820618,1.9364206790924072,state,,
-0.5,,,-0.28262049310196646,-0.28262049310196646,,,,,,,1.9364299774169922,control,-0.25,-0.25
,-0.004809445677262404,-0.01183857407833368,,,0.06829843176078182,-39.54731445085755,0.004817697593399376,5.389662765619107,5.383339030206538,5.386500897912823,1.9417006969451904,state,,
-0.5,,,-0.3069680832399271,-0.3069680832399271,,,,,,,1.941711664199829,control,-0.25000000000000444,-0.24999999999999556
,-0.002673113555717391,-0.0014312788701835652,,,0.06168760821037546,-45.05445938063784,0.004838001051533554,5.071309798753433,5.075849535686235,5.073579667219834,1.9467380046844482,state,,
-0.5,,,-0.33082872157512855,-0.33082872157512855,,,,,,,1.9467475414276123,control,-0.25,-0.25
,0.0025762743385903853,0.006997226389504674,,,0.06149572959866977,-49.63588472882237,0.005152580591180451,4.7524256002369105,4.752543588800519,4.752484594518714,1.9519295692443848,state,,
-0.5,,,-0.3542121471436259,-0.3542121471436259,,,,,,,1.9519386291503906,control,-0.24999999999999556,-0.25000000000000444
,0.007008117735621243,0.004243090308263814,,,0.05792120257288096,-54.989062696050254,0.005372369449690615,4.390498418575746,4.394183196554192,4.392340807564969,1.9570472240447998,state,,
-0.5,,,-0.37712790420075337,-0.37712790420075337,,,,,,,1.957056999206543,control,-0.24999999999999556,-0.25000000000000444
,-0.008145742304728629,0.00019625652032048655,,,0.0507668987669343,-60.172454647577936,0.005309164140273054,4.013676433501309,4.004288144939173,4.008982289220241,1.9620850086212158,state,,
-0.5,,,-0.39958534611673835,-0.39958534611673835,,,,,,,1.9620938301086426,control,-0.25,-0.25
,0.0014892662079804108,0.0015461907757553417,,,0.04880031436940891,-64.49860145890354,0.005415135186216151,3.6171098108190125,3.618163223119692,3.6176365169693523,1.9671978950500488,state,,
-0.5,,,-0.4215936391944036,-0.4215936391944036,,,,,,,1.9672064781188965,control,-0.25,-0.25
,0.0015371278327361315,-0.004131416665059483,,,0.04595066793304872,-69.01424938471304,0.005386175246073482,3.1971389143506705,3.2042540880098547,3.2006965011802624,1.972322940826416,state,,
-0.5,,,-0.4431617664105155,-0.4431617664105155,,,,,,,1.9723527431488037,control,-0.24999999999999778,-0.2500000000000022
,-0.0008107988894538666,0.0023305982002859767,,,0.04120948377867707,-73.9682314236232,0.0054076166814512145,2.7576763138682066,2.746344228359882,2.7520102711140444,1.9776933193206787,state,,
-0.5,,,-0.46429853108230523,-0.46429853108230523,,,,,,,1.9777064323425293,control,-0.2500000000000022,-0.24999999999999778
,-0.00018758340912261646,0.0015913291103867473,,,0.03559133203263298,-78.4428933279521,0.005378323365315287,2.301650009739905,2.2755086870608743,2.28857934840039,1.9827907085418701,state,,
-0.5,,,-0.4850125604606591,-0.4850125604606591,,,,,,,1.982799768447876,control,-0.2500000000000022,-0.24999999999999778
,-0.008705624356522166,-0.006761071303302061,,,0.034460867628004516,-82.58968272836916,0.005195701325301903,1.8259203777173234,1.793345085592275,1.809632731654799,1.987989902496338,state,,
-0.5,,,-0.5053123092514459,-0.5053123092514459,,,,,,,1.9880034923553467,control,-0.2499999999999989,-0.2500000000000011
,0.00020331727141007855,0.004939526190978793,,,0.03128531412871222,-87.77177751386378,0.005252722480164651,1.2987741450724122,1.2778223429621072,1.2882982440172597,1.9930083751678467,state,,
-0.5,,,-0.5252060630664169,-0.5252060630664169,,,,,,,1.9930188655853271,control,-0.25,-0.25
,-0.0036466818829768845,0.007400840793298467,,,0.02694501694375887,-91.50424154333967,0.005286277422598661,0.7787506940129604,0.7639953585474061,0.7713730262801832,1.9980590343475342,state,,
-0.5,,,-0.5447019418050886,-0.5447019418050886,,,,,,,1.99806809425354,control,-0.25,-0.25
,-0.001222695213985274,-0.0006132012054852787,,,0.022153469616119727,-95.98580010915347,0.005157832349638659,0.21482598463079616,0.225409627137017,0.2201178058839066,2.0032050609588623,state,,
-0.5,,,-0.5638079029689869,-0.5638079029689869,,,,,,,2.003213405609131,control,-0.25,-0.25
,0.00184165657688478,-0.005209211762915793,,,0.01605809858847141,-99.61186317166562,0.004919168541609479,-0.33174110902976317,-0.3395630829914287,-0.3356520960105959,2.0083930492401123,state,,
-0.5,,,-0.5825317449096071,-0.5825317449096071,,,,,,,2.00840163230896,control,-0.25,-0.25
,0.0006867414639308602,0.0012316043796538794,,,0.013289371998845258,-104.394807505485,0.00483462199533575,-0.928799025934358,-0.9386990877938296,-0.9337490568640938,2.0136585235595703,state,,
-0.5,,,-0.600881110011415,-0.600881110011415,,,,,,,2.013669967651367,control,-0.25,-0.25
,-0.0007527912819427478,6.59280563564552e-05,,,0.008846632877673148,-107.4109814045662,0.004671548429404361,-1.5287286353238863,-1.5088870895026691,-1.5188078624132777,2.018732786178589,state,,
-0.5,,,-0.6188634878111867,-0.6188634878111867,,,,,,,2.0187416076660156,control,-0.25,-0.25
,0.0018959976520017108,0.0035028528805922028,,,-0.0029243693091442506,-110.89626624872135,0.004423254955567516,-2.126178862220795,-2.131339587299086,-2.1287592247599405,2.023688554763794,state,,
-0.5,,,-0.636486218054963,-0.636486218054963,,,,,,,2.0236971378326416,control,-0.25,-0.25
,0.0026699479016241505,-0.006165556007176794,,,-0.009817629486976905,-115.10124337611728,0.004048440330346613,-2.7793848782894086,-2.7629945840743293,-2.771189731181869,2.028886556625366,state,,
-0.5,,,-0.6537564936938637,-0.6537564936938637,,,,,,,2.0288946628570557,control,-0.25,-0.25
,-0.00405958210091337,-0.0021113433816541734,,,-0.016129179481710193,-118.97203719472884,0.003684567588132533,-3.427229731182282,-3.428081297113061,-3.4276555141476717,2.034116506576538,state,,
-0.5,,,-0.6706813638199864,-0.6706813638199864,,,,,,,2.034125566482544,control,-0.24999999999999778,-0.2500000000000022
,0.007675589976628693,-0.006309803847168973,,,-0.02351612693432313,-123.28667023771105,0.003284206302069878,-4.1108672483813296,-4.114649517574773,-4.112758382978051,2.039320707321167,state,,
-0.5,,,-0.6872677365435867,-0.6872677365435867,,,,,,,2.0393338203430176,control,-0.25,-0.25
,0.0005522524957362833,0.0019744673585705592,,,-0.030700493751550456,-125.99426037091757,0.002960732763666179,-4.79908046021061,-4.772564180168001,-4.785822320189306,2.0444209575653076,state,,
0.49999462792660787,,,-0.6435223818127149,-0.6435223818127149,,,,,,,2.0444304943084717,control,0.24999731396330394,0.24999731396330394
,-0.003674323104365045,0.0008885748833228905,,,-0.03520518559951064,-126.93337322707168,0.0026118923582077506,-5.436839599410069,-5.434031663874874,-5.435435631642472,2.0495104789733887,state,,
0.49999462792660787,,,-0.6006519341764606,-0.6006519341764606,,,,,,,2.049518585205078,control,0.24999731396330394,0.24999731396330394
,0.00422372190517676,0.005130781870755587,,,-0.03847295685021627,-125.05139802515517,0.0024107501720762414,-6.037200805498344,-6.024279306805875,-6.030740056152109,2.054748058319092,state,,
0.49999462792660787,,,-0.5586388954929313,-0.5586388954929313,,,,,,,2.0547590255737305,control,0.24999731396330394,0.24999731396330394
,0.014201951051849588,-0.007119540384672377,,,-0.04035096654468358,-121.63901767320476,0.0020727386014931497,-6.589695020894068,-6.579555827997686,-6.584625424445877,2.059924840927124,state,,
0.49999462792660787,,,-0.5174661175830727,-0.5174661175830727,,,,,,,2.0599353313446045,control,0.24999731396330394,0.24999731396330394
,-0.003334242900046013,0.00025593737945386235,,,-0.046298974904563514,-117.36941928226906,0.00165556510668573,-7.096280350325494,-7.110759153602026,-7.10351975196376,2.0650594234466553,state,,
0.49999462792660787,,,-0.47711679523141126,-0.47711679523141126,,,,,,,2.0650687217712402,control,0.24999731396330394,0.24999731396330394
,-0.0031412244359351805,0.001313906979317945,,,-0.0552606108673018,-112.28226159436372,0.001176898667474478,-7.589741547207159,-7.578191314200384,-7.5839664307037715,2.0702574253082275,state,,
0.49999462792660787,,,-0.43757445932678307,-0.43757445932678307,,,,,,,2.0702664852142334,control,0.24999731396330394,0.24999731396330394
,-0.0003805762283061949,-0.001209187498887851,,,-0.06380557783784019,-106.61526439965844,0.0006460869738683364,-8.035202522089635,-8.01849686010944,-8.026849691099539,2.075430154800415,state,,
0.49999462792660787,,,-0.39882297014024737,-0.39882297014024737,,,,,,,2.0754544734954834,control,0.24999731396331282,0.24999731396329505
