base_torque,imu_pitch,imu_roll,offset_front,offset_rear,omega_body,omega_rel,theta_body,theta_front,theta_rear,theta_rel,timestamp,type,u_front,u_rear
,0.005413376426701591,0.0009441691287442055,,,-0.0002279352146135398,-0.5634139865905041,2.3273792541822926e-05,-0.013511139980617435,-0.010057024079885521,-0.011784082030251478,1.6105327606201172,state,,
-0.17214123647986024,,,-0.028690206079976705,-0.028690206079976705,,,,,,,1.6105422973632812,control,-0.08607061823993012,-0.08607061823993012
,0.003278860059225446,-0.001041164350649596,,,-0.0006499694057857289,-1.6533725255524834,-1.1734762570779207e-05,-0.03270523894442799,-0.04209110821980365,-0.03739817358211582,1.615039587020874,state,,
-0.4721110320895226,,,-0.05811640195837717,-0.05811640195837717,,,,,,,1.6150481700897217,control,-0.2360555160447613,-0.2360555160447613
,-0.004236269376872341,-0.0006245534842115138,,,0.0007179473571172022,-3.6151680614696224,-5.950686981413463e-05,-0.08592565427125236,-0.08746826488304085,-0.0866969595771466,1.6202716827392578,state,,
-0.49999997115242506,,,-0.08695407391920962,-0.08695407391920962,,,,,,,1.6202807426452637,control,-0.2499999855762126,-0.24999998557621245
,-0.004378119059620241,-0.004288762526147062,,,-0.0028243919712950417,-7.192653432277087,-0.00026936345415396357,-0.17861250427995276,-0.18058284531770138,-0.17959767479882707,1.625476360321045,state,,
-0.49999997115242506,,,-0.11521499244082542,-0.11521499244082542,,,,,,,1.6254866123199463,control,-0.24999998557621253,-0.24999998557621253
,0.007428689282750596,0.008562007699231334,,,-0.009574384742361953,-10.485893447820505,-0.00023179665069454706,-0.28510383471778744,-0.2837775348104247,-0.2844406847641061,1.6305928230285645,state,,
-0.49999997115242506,,,-0.1429106925920089,-0.1429106925920089,,,,,,,1.6306023597717285,control,-0.24999998557621225,-0.2499999855762128
,-0.0015990793486120826,-0.003419520594856027,,,-0.008235169701233478,-14.955437899093326,-0.000351798140324209,-0.42117670872317803,-0.43952905835377193,-0.430352883538475,1.6357793807983398,state,,
-0.49999997115242506,,,-0.1700524787401687,-0.1700524787401687,,,,,,,1.6357884407043457,control,-0.24999998557621225,-0.2499999855762128
,-0.00020947201214527235,-0.004859968520698634,,,-0.007794044991709749,-19.336560604438773,-0.000497672471915606,-0.5888275042514293,-0.6046993358394818,-0.5967634200454555,1.6409337520599365,state,,
-0.49999997115242506,,,-0.19665142916536532,-0.19665142916536532,,,,,,,1.6409425735473633,control,-0.24999998557621309,-0.24999998557621197
,-0.0006208808077182036,0.008481752463166558,,,-0.004553378442385049,-23.860980376361688,-0.0003363914092288328,-0.7921104553483291,-0.7840429427710461,-0.7880766990596877,1.6459684371948242,state,,
-0.49999997115242506,,,-0.22271840058205802,-0.22271840058205802,,,,,,,1.6459767818450928,control,-0.24999998557621197,-0.24999998557621309
,-0.0029813310353706286,0.003578695163336143,,,-0.00809631210053407,-29.007758980216337,-0.0004100818786789409,-1.0060516716867463,-1.024006367395407,-1.0150290195410765,1.6510400772094727,state,,
-0.49999997115242506,,,-0.24826403257041685,-0.24826403257041685,,,,,,,1.6510486602783203,control,-0.24999998557621364,-0.24999998557621142
,0.0006913036209474184,-0.00991109436224687,,,-0.008324020341883197,-34.5570488087921,-0.000654925584301803,-1.2760339617686143,-1.2762339467749417,-1.276133954271778,1.6564102172851562,state,,
-0.43532695059186005,,,-0.27329875191900854,-0.27329875191900854,,,,,,,1.6564199924468994,control,-0.21766347529593003,-0.21766347529593003
,0.0008309622367270575,-0.006524932448856277,,,-0.009934516006647633,-38.63729826691062,-0.0008604146287119817,-1.535415425397731,-1.5331038398764492,-1.53425963263709,1.661515474319458,state,,
0.4999983915336142,,,-0.23783277688062834,-0.23783277688062834,,,,,,,1.6615397930145264,control,0.2499991957668071,0.2499991957668071
,-0.005299112470209842,-0.002366998206842644,,,-0.010714784280167153,-40.90452481735396,-0.0010209901483512675,-1.7777682107341077,-1.7719643652360608,-1.7748662879850843,1.6665308475494385,state,,
0.4999983915336142,,,-0.20307612134301578,-0.20307612134301578,,,,,,,1.666538953781128,control,0.2499991957668071,0.2499991957668071
,-0.0010970038904651981,-0.0016007766751340866,,,-0.014902989248946142,-40.912522807746136,-0.0012065897234868645,-1.9890299555160273,-1.970082432472746,-1.9795561939943866,1.6715965270996094,state,,
0.4999983915336142,,,-0.16901459891615547,-0.16901459891615547,,,,,,,1.671605110168457,control,0.2499991957668071,0.2499991957668071
,0.0004458764451460077,-0.0013302307426980105,,,-0.012751903964171358,-39.26786581617781,-0.0012625777707595757,-2.143506948357646,-2.1559330398131564,-2.1497199940854013,1.6767911911010742,state,,
0.4999983915336142,,,-0.13563430693783235,-0.13563430693783235,,,,,,,1.6768007278442383,control,0.2499991957668071,0.2499991957668071
,-0.0017696218375784776,0.0024626206571217155,,,-0.014130553053268494,-36.66207455259674,-0.0013252801813960768,-2.275597796782806,-2.307518024861044,-2.2915579108219246,1.681962013244629,state,,
0.4999983915336142,,,-0.10292162079907571,-0.10292162079907571,,,,,,,1.6819720268249512,control,0.24999919576680488,0.24999919576680932
,0.0026763413007305672,-0.0022914787151981485,,,-0.01349930861255997,-32.345121883554256,-0.001407544389932776,-2.3852238324303916,-2.3839303367746276,-2.3845770846025096,1.68709397315979,state,,
